ID_Unico;Titulo;Autor;Categoria;Anio_Escritura;Numero_Paginas;Calificacion_Usuarios;Stock_Disponible
922bd282-f910;El Enigma de el Azufre Sagrado;Caspian Nightshade;Historia de la Piedra;1144;714;2,3;50
73c2c035-e67c;El Enigma de el Sol Negro;Elara Vance;Historia de la Piedra;1560;700;4,18;48
39db0eb1-9d8e;El Aliento de el Mercurio Rojo;Isolde Sterling;Alquimia Teórica;1651;208;2,43;40
44aa5024-b50d;Sombras sobre el Sol Negro;Isolde Flamel;Alquimia Teórica;1310;1460;2,05;35
a39e184c-69c5;Espejos de el Mercurio Rojo;Elara Sterling;Transmutación Metálica;1780;1084;1,43;34
d9859b93-1a91;Tratado de el Mercurio Rojo;Caspian Grimoire;Alquimia Teórica;1932;1225;3,86;40
3df12547-094d;Códice de las Almas de Plomo;Isolde Vance;Botánica Arcana;1753;919;3,56;15
c19c6d25-2e85;El Enigma de el Sol Negro;Isolde Grimoire;Botánica Arcana;1859;1203;3,82;14
2f4a3585-8ca6;El Aliento de el Azufre Sagrado;Isolde Crowley;Botánica Arcana;1720;471;1,17;2
f322fbc2-a355;Vórtice de las Almas de Plomo;Seraphine Grimoire;Historia de la Piedra;2010;656;3,88;25
bcd922c7-5c41;Espejos de la Transmutación Infinitas;Thalric Blackwood;Filosofía Prohibida;1542;233;3,47;47
1524267b-6010;Códice de la Quintaesencia;Isolde Grimoire;Botánica Arcana;1574;555;2,64;34
fb8c15c0-d410;El Enigma de el Mercurio Rojo;Balthazar Grimoire;Historia de la Piedra;1344;464;2,46;46
680eaff0-4515;Códice de el Sol Negro;Isolde Blackwood;Historia de la Piedra;1527;606;2,63;30
4f128bbf-3d52;Sombras sobre las Almas de Plomo;Morgana Nightshade;Historia de la Piedra;1343;223;1,68;13
e9a5f9d1-891c;El Aliento de las Almas de Plomo;Balthazar Crowley;Alquimia Teórica;1165;1469;3,72;20
1b157123-0395;El Enigma de el Azufre Sagrado;Balthazar Nightshade;Alquimia Teórica;1508;295;4,12;37
25f73b5a-1870;El Aliento de la Transmutación Infinitas;Seraphine Crowley;Botánica Arcana;1378;307;1,32;49
3e8772b5-a88f;Códice de el Sol Negro;Caspian Blackwood;Historia de la Piedra;1719;1334;2,89;13
e0c20145-8e12;El Enigma de el Azufre Sagrado;Morgana Sterling;Alquimia Teórica;1583;899;4,47;25
a02c863e-4bf4;La Esencia de la Quintaesencia;Morgana Grimoire;Botánica Arcana;1562;1237;4,49;1
193d47a4-2277;La Esencia de el Mercurio Rojo;Seraphine Crowley;Botánica Arcana;1202;100;1,85;43
5bb0b2a4-89bf;Sombras sobre el Mercurio Rojo;Aurelius Grimoire;Botánica Arcana;1928;328;4,62;41
a92c632c-c1e9;El Enigma de el Azufre Sagrado;Morgana Nightshade;Historia de la Piedra;1737;1095;4,34;48
2c81277d-0a3b;Tratado de las Almas de Plomo;Caspian Grimoire;Transmutación Metálica;1721;590;3,96;39
04462ac5-8d01;Vórtice de la Quintaesencia;Balthazar Vance;Alquimia Teórica;1797;480;2,42;25
ff810169-3e74;Vórtice de la Quintaesencia;Balthazar Grimoire;Transmutación Metálica;1805;518;3,8;44
9eac3e1f-863d;Vórtice de las Almas de Plomo;Elara Blackwood;Botánica Arcana;1295;872;4,4;7
cb5e407f-1904;El Aliento de el Mercurio Rojo;Aurelius Grimoire;Transmutación Metálica;1926;166;1,74;49
3247bae5-3240;La Esencia de el Sol Negro;Morgana Flamel;Botánica Arcana;1746;1354;2,7;15
a47d254b-4001;La Esencia de el Sol Negro;Balthazar Nightshade;Filosofía Prohibida;1225;929;1,91;49
33b22628-d935;La Esencia de el Mercurio Rojo;Morgana Sterling;Transmutación Metálica;1418;553;4,05;25
2b9cad53-b84f;Tratado de la Quintaesencia;Balthazar Nightshade;Botánica Arcana;1419;487;3,87;37
dfbc8182-232f;La Esencia de la Quintaesencia;Aurelius Flamel;Botánica Arcana;1817;1128;2,72;11
9039bfdd-948b;Sombras sobre el Mercurio Rojo;Thalric Crowley;Filosofía Prohibida;1289;949;3,95;49
9b5a1f11-8b83;Códice de la Quintaesencia;Morgana Sterling;Botánica Arcana;1800;482;3,8;32
4a64671a-c284;La Esencia de la Transmutación Infinitas;Balthazar Blackwood;Transmutación Metálica;1980;155;3,59;37
3cca6624-1874;Tratado de la Transmutación Infinitas;Aurelius Sterling;Botánica Arcana;1973;446;3,93;37
c35e419e-c9fa;Vórtice de las Almas de Plomo;Caspian Nightshade;Transmutación Metálica;1107;520;1,13;48
ad348490-11f3;Vórtice de el Azufre Sagrado;Morgana Sterling;Alquimia Teórica;1716;309;1,37;18
b5a7bfe2-727a;Sombras sobre las Almas de Plomo;Seraphine Sterling;Transmutación Metálica;2019;1479;3,43;46
69082b5b-c1f3;Códice de el Azufre Sagrado;Isolde Grimoire;Filosofía Prohibida;1737;772;3,22;36
2f7f3003-3d13;Códice de la Quintaesencia;Thalric Crowley;Botánica Arcana;1751;1034;3,66;13
aabbf789-109d;El Enigma de el Azufre Sagrado;Caspian Vance;Filosofía Prohibida;1262;1449;3;43
1def3d50-f0fc;Códice de el Azufre Sagrado;Isolde Nightshade;Botánica Arcana;1341;1482;4,12;14
f4faa77b-ab2b;Códice de la Quintaesencia;Thalric Flamel;Filosofía Prohibida;1125;338;3,47;11
0a03872a-c0d4;Vórtice de el Mercurio Rojo;Balthazar Blackwood;Filosofía Prohibida;1613;267;1,07;6
96684c50-1b26;Sombras sobre la Quintaesencia;Balthazar Flamel;Botánica Arcana;1252;334;1,84;0
b6598e6e-7cc8;La Esencia de el Sol Negro;Seraphine Nightshade;Alquimia Teórica;1451;1425;2,93;45
5e15498f-e6a6;El Enigma de la Quintaesencia;Aurelius Vance;Historia de la Piedra;1587;558;2,52;40
c92f18e8-a1b6;El Enigma de el Sol Negro;Elara Nightshade;Historia de la Piedra;1217;734;3,31;49
542cd459-3ce4;Sombras sobre la Transmutación Infinitas;Aurelius Blackwood;Botánica Arcana;1240;276;4,18;17
4721ce08-04d9;Espejos de la Quintaesencia;Elara Vance;Filosofía Prohibida;1234;523;2,15;14
7c015734-a71c;Espejos de el Azufre Sagrado;Caspian Blackwood;Alquimia Teórica;1733;1175;2,91;1
e8a917e0-b960;La Esencia de la Quintaesencia;Aurelius Blackwood;Transmutación Metálica;1148;624;2,99;25
752eda44-205c;La Esencia de el Azufre Sagrado;Aurelius Crowley;Filosofía Prohibida;1698;578;1,73;22
3a287592-346c;Sombras sobre el Azufre Sagrado;Morgana Vance;Botánica Arcana;1332;143;3,52;22
c5a2635b-75ae;El Enigma de el Azufre Sagrado;Morgana Sterling;Botánica Arcana;1679;272;4,12;18
de1a953a-79c9;El Enigma de las Almas de Plomo;Aurelius Vance;Botánica Arcana;1972;471;2,44;4
40880246-8754;Códice de el Mercurio Rojo;Isolde Sterling;Filosofía Prohibida;1666;676;4,67;16
1f41979b-70e5;Espejos de la Transmutación Infinitas;Seraphine Grimoire;Alquimia Teórica;1107;226;1,42;30
c7a60104-f859;Códice de el Azufre Sagrado;Morgana Grimoire;Alquimia Teórica;1952;311;4,53;39
4d8d6055-bac2;La Esencia de la Transmutación Infinitas;Aurelius Crowley;Alquimia Teórica;1767;474;1,87;33
b484612c-1fee;Códice de la Quintaesencia;Caspian Crowley;Filosofía Prohibida;1794;1018;4,71;14
cc5afdbd-9b69;El Aliento de las Almas de Plomo;Seraphine Sterling;Filosofía Prohibida;1151;1154;1,35;21
c53bd778-d63a;Vórtice de la Transmutación Infinitas;Aurelius Nightshade;Transmutación Metálica;1340;235;4,25;45
1958c7c0-08ba;El Enigma de la Quintaesencia;Seraphine Blackwood;Alquimia Teórica;1545;593;2,73;44
6f7130e2-1912;Vórtice de el Azufre Sagrado;Elara Flamel;Historia de la Piedra;1492;551;1,52;22
135830cc-2d1d;La Esencia de la Transmutación Infinitas;Balthazar Vance;Alquimia Teórica;1159;1329;3,71;8
dbf7179f-a922;La Esencia de la Quintaesencia;Seraphine Flamel;Botánica Arcana;1188;288;1,67;12
3d4ee504-71d8;Códice de el Mercurio Rojo;Morgana Grimoire;Botánica Arcana;1899;183;1,4;8
6cbbf2af-6c16;Espejos de el Sol Negro;Morgana Blackwood;Alquimia Teórica;1596;764;2,09;11
f87d0e6c-0e1b;El Aliento de el Mercurio Rojo;Aurelius Nightshade;Filosofía Prohibida;1618;1082;2,13;15
8d313dfa-9832;El Enigma de el Azufre Sagrado;Caspian Flamel;Transmutación Metálica;1800;606;4;31
fed027a1-fe3b;Vórtice de las Almas de Plomo;Aurelius Nightshade;Botánica Arcana;1606;454;3,21;4
ca78278c-32ea;Códice de la Transmutación Infinitas;Caspian Flamel;Alquimia Teórica;1929;945;2,43;39
37a12e13-a00c;Espejos de las Almas de Plomo;Aurelius Grimoire;Filosofía Prohibida;1167;1472;4,97;15
b7c5aca3-79ed;Tratado de la Transmutación Infinitas;Seraphine Flamel;Botánica Arcana;1671;923;4,7;36
44b91875-19a4;Sombras sobre la Transmutación Infinitas;Thalric Nightshade;Botánica Arcana;1453;1493;3,66;24
af1be414-debc;Vórtice de el Sol Negro;Aurelius Flamel;Historia de la Piedra;1673;1441;3,01;34
8980fb4b-4c73;El Enigma de el Azufre Sagrado;Thalric Crowley;Botánica Arcana;1542;927;2,12;28
54974eec-fbca;Vórtice de las Almas de Plomo;Caspian Sterling;Filosofía Prohibida;1877;739;4,32;9
553b4954-3588;El Aliento de la Transmutación Infinitas;Isolde Blackwood;Transmutación Metálica;1397;928;2,99;11
d567f806-f46f;Sombras sobre la Transmutación Infinitas;Thalric Sterling;Botánica Arcana;1774;1344;4,55;7
ac590762-77a4;Sombras sobre la Transmutación Infinitas;Morgana Grimoire;Filosofía Prohibida;1634;186;3,91;28
05b58c08-5662;Vórtice de el Mercurio Rojo;Balthazar Nightshade;Transmutación Metálica;1816;792;3,33;28
d8888801-01a7;La Esencia de la Transmutación Infinitas;Balthazar Grimoire;Alquimia Teórica;1774;1103;1,66;4
9ac5f6fe-d649;Vórtice de la Quintaesencia;Caspian Crowley;Filosofía Prohibida;1294;844;2,91;27
79ed5a47-e2a6;Espejos de la Quintaesencia;Seraphine Blackwood;Alquimia Teórica;1369;148;3,08;30
2112d04b-6af0;Tratado de las Almas de Plomo;Morgana Grimoire;Alquimia Teórica;2015;1091;4,54;49
4c4a461f-2192;Tratado de el Mercurio Rojo;Isolde Vance;Transmutación Metálica;1850;743;3,81;37
e3b49d29-9eca;Tratado de el Azufre Sagrado;Aurelius Blackwood;Historia de la Piedra;2005;1074;1,96;19
18162787-96a1;Sombras sobre el Azufre Sagrado;Elara Vance;Transmutación Metálica;1797;546;3,19;20
d8f25bcd-b973;Tratado de el Azufre Sagrado;Seraphine Flamel;Historia de la Piedra;1511;1005;4,93;4
78272ec8-b89f;Tratado de las Almas de Plomo;Aurelius Sterling;Historia de la Piedra;1947;398;3,3;44
e4b0feef-5abc;Códice de el Azufre Sagrado;Aurelius Flamel;Alquimia Teórica;1943;1316;2,72;38
d316fd13-54a5;El Aliento de el Azufre Sagrado;Morgana Crowley;Botánica Arcana;1269;803;2,18;20
6ef2b49d-9fca;El Enigma de la Transmutación Infinitas;Thalric Grimoire;Historia de la Piedra;1545;526;4,78;30
7373c4a7-2b9c;Vórtice de la Transmutación Infinitas;Thalric Grimoire;Filosofía Prohibida;1732;99;1,03;36
6b4902f0-c7eb;Códice de la Quintaesencia;Aurelius Sterling;Botánica Arcana;1495;1238;4,13;3
845b2d98-9f0b;El Aliento de las Almas de Plomo;Caspian Flamel;Botánica Arcana;1420;1467;3,76;42
fd13bbe2-e6d4;Espejos de la Quintaesencia;Seraphine Flamel;Filosofía Prohibida;1620;927;2,75;34
f1296a8c-9995;El Aliento de las Almas de Plomo;Aurelius Sterling;Botánica Arcana;1649;125;4,55;45
11bf5c35-0c62;El Aliento de el Mercurio Rojo;Elara Nightshade;Alquimia Teórica;1346;514;1,69;1
3572fab0-386a;Códice de la Quintaesencia;Caspian Flamel;Alquimia Teórica;1705;1306;1,95;11
8fe48095-e02a;Sombras sobre el Sol Negro;Elara Nightshade;Filosofía Prohibida;1888;1334;4,75;17
be4b7575-838c;Códice de la Transmutación Infinitas;Caspian Flamel;Transmutación Metálica;1264;722;4,76;26
c768dbf4-f773;Tratado de las Almas de Plomo;Isolde Sterling;Filosofía Prohibida;2011;534;4,27;50
43216f66-64c9;La Esencia de la Quintaesencia;Seraphine Blackwood;Transmutación Metálica;1318;680;4,38;3
b02d1e49-8f24;La Esencia de la Transmutación Infinitas;Seraphine Sterling;Botánica Arcana;1255;741;4,24;4
c15cce1d-fa2f;El Aliento de el Sol Negro;Isolde Nightshade;Historia de la Piedra;1551;1318;4,6;5
42808313-fd00;Códice de las Almas de Plomo;Isolde Sterling;Botánica Arcana;1905;1090;4,49;8
a4e45322-91f6;Espejos de la Quintaesencia;Balthazar Flamel;Transmutación Metálica;1318;420;2,36;33
9375e151-18cd;El Enigma de la Transmutación Infinitas;Morgana Flamel;Historia de la Piedra;1206;308;4,99;27
94e4a9b4-6071;El Enigma de las Almas de Plomo;Seraphine Sterling;Alquimia Teórica;1455;360;1,01;36
d37d4a75-4edd;Códice de las Almas de Plomo;Balthazar Nightshade;Historia de la Piedra;1245;123;2,68;7
5f6e4292-e66c;La Esencia de el Azufre Sagrado;Balthazar Blackwood;Botánica Arcana;1393;1212;3,68;44
5f507b5e-bbc1;Espejos de la Transmutación Infinitas;Elara Crowley;Historia de la Piedra;1170;667;3,19;7
a149f010-c3e1;Espejos de la Transmutación Infinitas;Elara Grimoire;Botánica Arcana;1718;918;1,17;5
3aee3ae7-b051;El Enigma de el Sol Negro;Isolde Nightshade;Historia de la Piedra;1817;835;4,75;31
5ee3d721-22bc;Vórtice de el Mercurio Rojo;Isolde Crowley;Alquimia Teórica;1149;825;3,26;30
01c08d9e-c816;Vórtice de el Sol Negro;Aurelius Sterling;Filosofía Prohibida;1753;1464;3,31;2
2b375b0b-eb26;El Aliento de el Sol Negro;Morgana Grimoire;Transmutación Metálica;1275;507;4,19;22
c7490c0d-8ad3;La Esencia de la Quintaesencia;Caspian Grimoire;Transmutación Metálica;1889;1092;2,73;1
0346de3d-5e48;El Enigma de el Sol Negro;Morgana Vance;Botánica Arcana;1487;406;1,48;40
cc592417-ec06;Vórtice de la Quintaesencia;Seraphine Flamel;Historia de la Piedra;1480;1129;3,22;29
617dbc93-e3e1;El Aliento de el Mercurio Rojo;Seraphine Nightshade;Filosofía Prohibida;1207;910;4,48;27
12b2bb49-82a4;Vórtice de la Quintaesencia;Balthazar Blackwood;Historia de la Piedra;1716;879;3,7;20
02a1a307-1b9d;La Esencia de la Transmutación Infinitas;Thalric Blackwood;Alquimia Teórica;1623;837;3,18;50
c7d2d7f8-76c1;Vórtice de el Azufre Sagrado;Isolde Crowley;Historia de la Piedra;1386;466;4,42;27
5c04cede-8fdd;El Enigma de la Quintaesencia;Seraphine Nightshade;Filosofía Prohibida;1845;1327;3,1;9
b3495ae2-49cf;Sombras sobre la Transmutación Infinitas;Seraphine Grimoire;Botánica Arcana;1475;1070;4,41;35
e9b6d92b-06cf;Vórtice de el Sol Negro;Elara Blackwood;Botánica Arcana;1474;366;2,36;44
7a97e737-362a;El Aliento de el Sol Negro;Caspian Blackwood;Historia de la Piedra;1400;391;4,26;10
2bd81748-bb9e;El Aliento de el Mercurio Rojo;Thalric Flamel;Transmutación Metálica;1982;124;1,54;41
bad206f5-294e;El Aliento de el Azufre Sagrado;Caspian Vance;Alquimia Teórica;1178;201;3,56;40
9f2e621f-527d;Espejos de el Mercurio Rojo;Isolde Grimoire;Botánica Arcana;1393;1162;1,62;29
1dde8945-dc52;El Enigma de el Mercurio Rojo;Aurelius Flamel;Historia de la Piedra;1858;1441;4,31;38
06977cce-bf9c;Vórtice de la Transmutación Infinitas;Morgana Nightshade;Alquimia Teórica;1551;226;4,29;6
9ef5ee9d-cbb4;Vórtice de las Almas de Plomo;Elara Grimoire;Filosofía Prohibida;1702;629;4,94;9
4ef6002e-5419;La Esencia de el Azufre Sagrado;Caspian Blackwood;Botánica Arcana;1298;897;2,28;17
34ef90c7-c56e;Tratado de la Transmutación Infinitas;Thalric Blackwood;Botánica Arcana;1937;1337;4,84;28
15e6c1f8-cfad;Espejos de la Quintaesencia;Isolde Blackwood;Historia de la Piedra;1608;1035;4,13;6
f0226310-ce2f;La Esencia de la Transmutación Infinitas;Caspian Crowley;Botánica Arcana;1220;762;2,5;43
73ffbe2c-4dd5;Espejos de el Azufre Sagrado;Isolde Blackwood;Filosofía Prohibida;1549;346;1,85;25
f47b8fa5-6a4b;Sombras sobre el Sol Negro;Seraphine Crowley;Historia de la Piedra;1307;100;3,14;50
9abc2ce0-2031;Vórtice de la Quintaesencia;Caspian Grimoire;Transmutación Metálica;1850;1413;4,77;11
e66b0e8f-93dc;Tratado de el Azufre Sagrado;Aurelius Crowley;Filosofía Prohibida;1961;630;1,37;11
440e38c4-e666;Espejos de la Transmutación Infinitas;Seraphine Vance;Alquimia Teórica;2002;202;3,29;48
ae38667a-af77;Códice de la Transmutación Infinitas;Elara Vance;Filosofía Prohibida;1106;320;4,12;1
3b8d2be1-97c5;Códice de el Mercurio Rojo;Thalric Flamel;Botánica Arcana;1845;924;3,2;6
3ec042b9-d338;La Esencia de el Sol Negro;Elara Nightshade;Botánica Arcana;1489;876;4,23;34
2f885ca6-7a92;El Enigma de el Mercurio Rojo;Seraphine Blackwood;Filosofía Prohibida;1288;1397;1,44;22
5faad715-42a5;Vórtice de el Sol Negro;Isolde Flamel;Filosofía Prohibida;1174;700;1,29;24
6a8f8bff-b36c;La Esencia de la Quintaesencia;Balthazar Grimoire;Historia de la Piedra;1725;1347;2,58;21
634123b0-20ee;Tratado de la Transmutación Infinitas;Morgana Sterling;Historia de la Piedra;1750;756;1,32;50
27966d5d-78a3;Vórtice de el Azufre Sagrado;Isolde Flamel;Transmutación Metálica;1968;431;1,87;19
0886530e-1e32;Sombras sobre la Quintaesencia;Thalric Vance;Historia de la Piedra;1462;81;3,73;5
715d35fa-58f6;Tratado de la Transmutación Infinitas;Thalric Sterling;Transmutación Metálica;1128;690;2,22;34
18ae04b5-4d7d;Vórtice de la Transmutación Infinitas;Morgana Grimoire;Alquimia Teórica;1762;311;2,48;16
f4fdb5d2-7188;Espejos de el Azufre Sagrado;Thalric Vance;Historia de la Piedra;1153;307;2,72;4
57af35b7-b8e7;Tratado de el Mercurio Rojo;Balthazar Nightshade;Filosofía Prohibida;1263;117;2,72;17
3a372dad-e130;La Esencia de las Almas de Plomo;Caspian Grimoire;Botánica Arcana;1612;96;4,66;47
2a78d7fd-91ce;Sombras sobre la Transmutación Infinitas;Elara Flamel;Filosofía Prohibida;1590;1212;4,29;37
74c03e18-9079;Códice de las Almas de Plomo;Aurelius Flamel;Alquimia Teórica;1629;1415;2,68;41
0e60dbb4-3371;El Aliento de el Mercurio Rojo;Balthazar Nightshade;Botánica Arcana;1449;524;2,4;35
1ec9513d-da50;Tratado de el Mercurio Rojo;Morgana Nightshade;Botánica Arcana;1653;210;2,42;38
893a4f64-1d17;Vórtice de el Mercurio Rojo;Aurelius Grimoire;Filosofía Prohibida;1901;1143;3,37;19
b485a3cd-9378;La Esencia de las Almas de Plomo;Isolde Nightshade;Transmutación Metálica;1205;370;4,54;14
aedb2fdd-b1bf;Tratado de la Quintaesencia;Isolde Crowley;Alquimia Teórica;1589;1416;1,17;8
01473fba-2f7c;Espejos de el Azufre Sagrado;Balthazar Vance;Filosofía Prohibida;1635;1241;2,14;37
f688e874-fe9c;La Esencia de el Azufre Sagrado;Isolde Nightshade;Alquimia Teórica;1302;715;2,86;23
891f506f-e45b;El Enigma de el Mercurio Rojo;Elara Vance;Alquimia Teórica;1316;849;1,63;43
b2e8846b-763c;Sombras sobre la Transmutación Infinitas;Seraphine Crowley;Historia de la Piedra;1136;1249;2,35;32
0aaef44d-4d99;Espejos de la Transmutación Infinitas;Aurelius Sterling;Filosofía Prohibida;1104;821;1,77;2
06397a08-9b00;Espejos de el Azufre Sagrado;Thalric Flamel;Historia de la Piedra;1252;970;3,78;10
39bdac7b-159a;Sombras sobre el Mercurio Rojo;Isolde Grimoire;Transmutación Metálica;1780;175;3,06;1
fcb28b84-17d4;Sombras sobre las Almas de Plomo;Thalric Flamel;Historia de la Piedra;1178;603;2,43;25
366aa945-9381;El Enigma de la Quintaesencia;Thalric Vance;Alquimia Teórica;1206;1211;3,01;32
4a24336a-51fe;Tratado de la Transmutación Infinitas;Isolde Blackwood;Historia de la Piedra;1190;1110;3,73;6
61f2963b-481d;La Esencia de la Quintaesencia;Elara Nightshade;Filosofía Prohibida;1474;275;3,07;26
6a97691f-2bf9;Espejos de el Mercurio Rojo;Seraphine Vance;Filosofía Prohibida;1763;507;2,33;42
b1adc3a3-1791;La Esencia de el Mercurio Rojo;Balthazar Crowley;Historia de la Piedra;1757;1169;1,99;5
09b50f94-6446;Códice de el Mercurio Rojo;Elara Flamel;Transmutación Metálica;1415;1345;4,77;4
b3505b39-7150;Espejos de la Quintaesencia;Morgana Vance;Filosofía Prohibida;1996;584;3,54;22
9bc1ff88-0daa;Códice de la Quintaesencia;Elara Vance;Filosofía Prohibida;2016;1248;3,12;44
1ce0075f-650f;El Enigma de el Sol Negro;Balthazar Vance;Alquimia Teórica;1613;1274;3,87;48
b50294b6-3849;La Esencia de las Almas de Plomo;Aurelius Blackwood;Historia de la Piedra;1241;320;4,11;30
b053f034-11e6;Códice de el Azufre Sagrado;Seraphine Nightshade;Alquimia Teórica;1872;301;3,63;4
882c5fc2-4a24;Sombras sobre el Azufre Sagrado;Aurelius Flamel;Botánica Arcana;1843;1090;4,61;42
0e22cb6b-c1f8;La Esencia de el Mercurio Rojo;Caspian Nightshade;Historia de la Piedra;1903;111;3,27;50
f7c5df55-d140;La Esencia de el Sol Negro;Morgana Grimoire;Botánica Arcana;1109;429;4,41;30
9d927ae8-782e;Sombras sobre el Sol Negro;Aurelius Grimoire;Alquimia Teórica;1976;1008;2,72;43
0307eeac-bbd7;Tratado de la Transmutación Infinitas;Aurelius Nightshade;Filosofía Prohibida;1587;233;2,73;5
ab9d98f0-d4a2;Vórtice de las Almas de Plomo;Elara Flamel;Filosofía Prohibida;1346;675;1,57;14
497eee01-b7ec;Vórtice de el Azufre Sagrado;Seraphine Blackwood;Filosofía Prohibida;1234;405;1,98;13
45d70c28-9d37;El Enigma de las Almas de Plomo;Morgana Blackwood;Historia de la Piedra;1142;687;4,68;40
9e4c6e47-bf75;El Aliento de la Quintaesencia;Thalric Flamel;Historia de la Piedra;1121;1139;4,85;24
5c5750fe-9b73;La Esencia de la Quintaesencia;Seraphine Vance;Botánica Arcana;1461;245;3,91;15
a90030e8-4759;Sombras sobre la Quintaesencia;Thalric Sterling;Alquimia Teórica;1262;1167;4,83;45
9cce7993-1750;El Enigma de el Mercurio Rojo;Isolde Nightshade;Alquimia Teórica;1892;357;1,03;23
aff2e809-3fc6;Espejos de la Transmutación Infinitas;Elara Crowley;Filosofía Prohibida;2004;1468;3,45;19
c4521d5c-3d54;El Aliento de el Sol Negro;Elara Crowley;Filosofía Prohibida;1955;603;1,49;24
dd9640c7-480c;El Aliento de el Mercurio Rojo;Isolde Grimoire;Historia de la Piedra;1389;1282;2,99;5
feeeda60-d2b5;La Esencia de el Sol Negro;Seraphine Nightshade;Alquimia Teórica;1314;1258;2,19;41
53058fcb-c4f4;Tratado de el Sol Negro;Isolde Flamel;Botánica Arcana;1742;1060;1,9;12
e8a615fd-e68b;Códice de la Quintaesencia;Elara Grimoire;Alquimia Teórica;1464;815;3,79;31
418d50d3-55e7;Espejos de las Almas de Plomo;Aurelius Sterling;Alquimia Teórica;1937;1327;3,14;32
8b7164b8-9504;La Esencia de el Sol Negro;Caspian Crowley;Filosofía Prohibida;1648;1098;1;3
99b812ea-ee21;Espejos de las Almas de Plomo;Morgana Grimoire;Alquimia Teórica;1279;1180;4,89;12
e33c2f36-c71b;Tratado de el Azufre Sagrado;Aurelius Crowley;Botánica Arcana;1817;727;4,32;50
c863e027-e508;Códice de el Mercurio Rojo;Aurelius Vance;Botánica Arcana;1650;459;1,35;7
7d347b49-4722;Sombras sobre las Almas de Plomo;Balthazar Nightshade;Botánica Arcana;1800;1484;1,33;47
d863187a-de89;La Esencia de el Mercurio Rojo;Isolde Flamel;Historia de la Piedra;1702;749;3,13;35
c72b31d4-05d0;Sombras sobre la Quintaesencia;Isolde Vance;Filosofía Prohibida;1865;85;1,31;40
fbbce0e9-dfef;Tratado de el Sol Negro;Morgana Sterling;Transmutación Metálica;1273;842;3,16;9
a7c9d37d-e82f;Códice de la Quintaesencia;Isolde Grimoire;Alquimia Teórica;1892;112;2,95;46
7354a9a8-c394;Espejos de la Transmutación Infinitas;Morgana Crowley;Botánica Arcana;1707;1235;1,78;36
9ed693bd-0233;Vórtice de el Mercurio Rojo;Isolde Crowley;Transmutación Metálica;1853;1173;2,04;29
dfbef11d-191c;Códice de la Quintaesencia;Caspian Vance;Historia de la Piedra;1550;1216;2,96;43
b2c47558-1688;Espejos de las Almas de Plomo;Isolde Nightshade;Transmutación Metálica;1269;1144;2,84;33
9b6b4929-191e;Vórtice de la Quintaesencia;Caspian Crowley;Transmutación Metálica;1368;1136;4,06;36
05d2dafb-7756;Espejos de la Quintaesencia;Caspian Blackwood;Botánica Arcana;1963;1045;1,46;20
9e6e4565-ae90;Sombras sobre el Azufre Sagrado;Isolde Sterling;Alquimia Teórica;1688;542;3,14;16
f501d29e-e2d0;Espejos de la Quintaesencia;Seraphine Grimoire;Transmutación Metálica;1396;979;4,14;39
9dc85ad4-3141;Espejos de el Mercurio Rojo;Seraphine Nightshade;Transmutación Metálica;1874;810;2,55;8
f6e846bd-1a86;El Aliento de la Transmutación Infinitas;Morgana Grimoire;Historia de la Piedra;1837;1481;2,54;7
31f3d352-ac53;El Aliento de la Transmutación Infinitas;Seraphine Nightshade;Botánica Arcana;1476;1030;4,47;40
09c5aec7-faaa;Espejos de el Azufre Sagrado;Seraphine Nightshade;Botánica Arcana;1929;1080;2,99;44
100333fd-d5fa;El Enigma de la Transmutación Infinitas;Elara Sterling;Historia de la Piedra;1781;863;3,35;18
11b174cc-f032;Espejos de el Sol Negro;Elara Nightshade;Filosofía Prohibida;1501;731;2,76;41
21816d3c-2bca;Espejos de el Mercurio Rojo;Morgana Grimoire;Historia de la Piedra;1152;916;2,56;27
e31b8e6b-7eb3;Tratado de el Mercurio Rojo;Elara Vance;Filosofía Prohibida;1209;1474;4,32;39
b8e056e1-8630;La Esencia de la Quintaesencia;Aurelius Vance;Alquimia Teórica;1326;1239;2,71;12
a7757163-809c;Sombras sobre el Sol Negro;Seraphine Nightshade;Transmutación Metálica;1830;885;4,4;8
9c2d4fcb-04c1;El Aliento de la Transmutación Infinitas;Thalric Flamel;Filosofía Prohibida;1915;662;3,34;22
e4bfbe58-1057;Códice de el Sol Negro;Thalric Crowley;Botánica Arcana;1352;1253;4,97;33
40fae6a4-6a6a;El Aliento de el Sol Negro;Morgana Grimoire;Historia de la Piedra;1829;827;1,24;36
68d4c262-58fc;Códice de el Sol Negro;Caspian Nightshade;Transmutación Metálica;1292;541;4,81;23
19018200-8528;Códice de la Transmutación Infinitas;Elara Nightshade;Transmutación Metálica;1860;1060;2,69;49
56124e6d-c03a;Códice de las Almas de Plomo;Elara Grimoire;Historia de la Piedra;1216;283;3,61;25
97355627-ab62;Tratado de las Almas de Plomo;Thalric Crowley;Botánica Arcana;1317;120;4,12;34
a36c075d-a21a;El Enigma de el Azufre Sagrado;Seraphine Flamel;Alquimia Teórica;1134;1354;4,62;49
6676cede-fa83;El Aliento de el Mercurio Rojo;Thalric Vance;Filosofía Prohibida;1397;119;1,35;46
